int	string	string	int	DTVector2	int	int	int	int	int	int	int	int	int	int	int	int	DTItemNum[]	int	int	int	int
11664	珀斯动物园	Perth Zoo	13	0.8;0.5	0	1202	0	0	0	0	429	0	0	10	1269980	6000	1:5;9001:18;5005:118	5	11663	11665	1186
11665	科特索海滩	Cottesloe Beach	13	0.5;0.9	0	0	1402	0	0	426	0	0	0	9	1276330	6000	1:5;9001:18;5005:118	5	11664	11666	1186
11666	天鹅河	Swan River	13	0.8;0.9	1101	0	0	0	0	0	426	0	0	9	1282712	6000	1:5;9001:18;5005:118	5	11665	11667	1186
11667	凯维森动物园	Caversham Wildlife Park	13	0.8;0.2	0	0	0	1501	427	0	0	0	0	8	1289126	6000	1:5;9001:18;5005:118	5	11666	11668	1186
11668	国会大厦	Parliament House	13	0.2;0.2	0	0	1401	0	0	432	0	0	0	17	1289126	6000	1:5;9001:18;5005:119	5	11667	11669	1187
11669	伯利格里芬湖	Lake Burley Griffin	13	0.2;0.5	0	1202	0	0	431	0	0	0	0	13	1295572	6000	1:5;9001:18;5005:119	5	11668	11670	1187
11670	堪培拉小人国	Cockington Green Gardens	13	0.7;0.5	1101	0	0	0	0	0	433	0	0	13	1302050	6000	1:5;9001:18;5005:119	5	11669	11671	1187
11671	澳大利亚战争纪念馆	Australian War Memorial	13	0.7;0.7	0	0	0	1501	432	0	0	0	0	10	1308560	6000	1:5;9001:18;5005:119	5	11670	11672	1187
11672	澳大利亚皇家铸币厂	Royal Australian Mint	13	0.8;0.5	0	1201	0	0	434	0	0	0	0	10	1315103	6000	1:5;9001:18;5005:119	5	11671	11673	1187
11673	花卉展	Floriade	13	0.5;0.9	1101	0	0	0	0	0	431	0	0	9	1321679	6000	1:5;9001:18;5005:119	5	11672	11674	1187
11674	国家博物馆	National Museum of Australia	13	0.8;0.9	0	0	1402	0	0	434	0	0	0	9	1328287	6000	1:5;9001:18;5005:119	5	11673	11675	1187
11675	澳大利亚国立大学	Australian National University	13	0.8;0.2	1102	0	0	0	430	0	0	0	0	8	1334928	6000	1:5;9001:18;5005:119	5	11674	11676	1187
11676	亨利海滩	Henley Beach	13	0.2;0.2	0	0	0	1502	0	0	437	0	0	17	1334928	6000	1:5;9001:18;5005:120	5	11675	11677	1188
11677	阿德莱德动物园	Adelaide Zoo	13	0.2;0.5	0	0	1401	0	0	0	439	0	0	13	1341603	6000	1:5;9001:18;5005:120	5	11676	11678	1188
11678	阿德莱德植物园	Adelaide Botanic Gardens	13	0.7;0.5	0	1201	0	0	0	0	436	0	0	13	1348311	6000	1:5;9001:18;5005:120	5	11677	11679	1188
11679	南澳大利亚艺术馆	Art Gallery of South Australia	13	0.7;0.7	1101	0	0	0	0	0	439	0	0	10	1355053	6000	1:5;9001:18;5005:120	5	11678	11680	1188
11680	州立图书馆	State Library	13	0.8;0.5	0	0	0	1502	0	436	0	0	0	10	1361828	6000	1:5;9001:18;5005:120	5	11679	11681	1188
11681	洛夫缔山脉	Mount Lofty	13	0.5;0.9	1101	0	0	0	0	439	0	0	0	9	1368637	6000	1:5;9001:18;5005:120	5	11680	11682	1188
11682	圣彼得大教堂	St Peter's Cathedral	13	0.8;0.9	0	1202	0	0	0	0	438	0	0	9	1375480	6000	1:5;9001:18;5005:120	5	11681	11683	1188
11683	北大街	North Terrace	13	0.8;0.2	0	0	1402	0	437	0	0	0	0	8	1382357	6000	1:5;9001:18;5005:120	5	11682	11684	1188
11684	南岸公园	South Bank Parklands	13	0.2;0.2	0	0	0	1501	0	0	442	0	0	17	1382357	6000	1:5;9001:18;5005:121	5	11683	11685	1189
11685	白天堂沙滩	Whiteheaven Beach	13	0.2;0.5	0	0	0	1501	0	0	442	0	0	13	1389269	6000	1:5;9001:18;5005:121	5	11684	11686	1189
11686	布里斯班市政厅	Brisbane City Hall	13	0.7;0.5	0	0	1402	0	442	0	0	0	0	13	1396215	6000	1:5;9001:18;5005:121	5	11685	11687	1189
11687	昆士兰大学	University of Queensland	13	0.7;0.7	0	1202	0	0	0	0	443	0	0	10	1403196	6000	1:5;9001:18;5005:121	5	11686	11688	1189
11688	心形礁	Heart Reef	13	0.8;0.5	1101	0	0	0	0	0	440	0	0	10	1410212	6000	1:5;9001:18;5005:121	5	11687	11689	1189
11689	汉密尔顿岛	Hamilton Island	13	0.5;0.9	0	0	0	1502	441	0	0	0	0	9	1417263	6000	1:5;9001:18;5005:121	5	11688	11690	1189
11690	袋鼠角	Kangaroo Point	13	0.8;0.9	0	1201	0	0	443	0	0	0	0	9	1424349	6000	1:5;9001:18;5005:121	5	11689	11691	1189
11691	艾利海滩	Airlie Beach	13	0.8;0.2	1101	0	0	0	440	0	0	0	0	8	1431471	6000	1:5;9001:18;5005:121	5	11690	11692	1189
11692	十二使徒岩	Twelve Apostles	13	0.2;0.2	0	0	1401	0	448	0	0	0	0	17	1431471	6000	1:5;9001:18;5005:122	5	11691	11693	1190
11693	洛克阿德峡谷	Loch Ard Gorge	13	0.2;0.5	0	0	0	1502	0	0	449	0	0	13	1438628	6000	1:5;9001:18;5005:122	5	11692	11694	1190
11694	伦敦桥	London Bridge	13	0.7;0.5	1102	0	0	0	0	0	447	0	0	13	1445821	6000	1:5;9001:18;5005:122	5	11693	11695	1190
11695	贝尔斯海滩	Bells Beach	13	0.7;0.7	1101	0	0	0	0	445	0	0	0	10	1453050	6000	1:5;9001:18;5005:122	5	11694	11696	1190
11696	坎贝尔港	Port Campbell	13	0.8;0.5	0	0	1401	0	449	0	0	0	0	10	1460315	6000	1:5;9001:18;5005:122	5	11695	11697	1190
11697	斯普利特角灯塔	Split Point Lighthouse	13	0.5;0.9	0	1201	0	0	0	0	448	0	0	9	1467617	6000	1:5;9001:18;5005:122	5	11696	11698	1190
11698	洛恩小镇	Lorne	13	0.8;0.9	1102	0	0	0	449	0	0	0	0	9	1474955	6000	1:5;9001:18;5005:122	5	11697	11699	1190
11699	吉布森石阶	Gibson Steps	13	0.8;0.2	0	0	0	1502	0	0	448	0	0	8	1482330	6000	1:5;9001:18;5005:122	5	11698	11700	1190
11700	威灵顿山	Mount Wellington	13	0.2;0.2	0	1202	0	0	0	0	454	0	0	13	1482330	7000	1:5;9001:19;5005:124	5	11699	11701	1191
11701	里士满镇	Richmond	13	0.2;0.5	0	0	0	1501	0	453	0	0	0	10	1489742	7000	1:5;9001:19;5005:124	5	11700	11702	1191
11702	萨拉曼卡广场	Salamanca Place	13	0.7;0.5	0	0	1402	0	0	0	453	0	0	10	1497191	7000	1:5;9001:19;5005:124	5	11701	11703	1191
11703	百特立角	Battery Point	13	0.7;0.7	1101	0	0	0	0	454	0	0	0	9	1504677	7000	1:5;9001:19;5005:124	5	11702	11704	1191
11704	塔斯马尼亚大学	University of Tasmania	13	0.8;0.5	0	0	0	1501	0	454	0	0	0	9	1512200	7000	1:5;9001:19;5005:124	5	11703	11705	1191
11705	卡斯科特啤酒厂	Cascade Brewery	13	0.5;0.9	0	0	1401	0	0	0	450	0	0	8	1519761	7000	1:5;9001:19;5005:124	5	11704	11706	1191
11706	北霍巴特	North Hobart	13	0.8;0.9	0	1202	0	0	0	452	0	0	0	8	1527360	7000	1:5;9001:19;5005:124	5	11705	11707	1191
11707	里士满石桥	Richmond Bridge	13	0.8;0.2	1101	0	0	0	0	450	0	0	0	7	1534997	7000	1:5;9001:19;5005:124	5	11706	11708	1191
11708	国家公园	National Park	13	0.2;0.2	0	0	0	1501	0	0	459	0	0	13	1534997	7000	1:5;9001:19;5005:125	5	11707	11709	1192
11709	三姐妹峰	Three Sisters	13	0.2;0.5	0	1201	0	0	455	0	0	0	0	10	1542672	7000	1:5;9001:19;5005:125	5	11708	11710	1192
11710	风景世界	Scenic Worl	13	0.7;0.5	1102	0	0	0	458	0	0	0	0	10	1550385	7000	1:5;9001:19;5005:125	5	11709	11711	1192
11711	卡通巴镇	Katoomba	13	0.7;0.7	0	0	1401	0	0	456	0	0	0	9	1558137	7000	1:5;9001:19;5005:125	5	11710	11712	1192
11712	威尔逊山	Mount Wilson	13	0.8;0.5	1102	0	0	0	0	0	457	0	0	9	1565928	7000	1:5;9001:19;5005:125	5	11711	11713	1192
11713	刀背岭酒庄	Razorback Ridge Winery	13	0.5;0.9	0	0	0	1501	0	0	456	0	0	8	1573758	7000	1:5;9001:19;5005:125	5	11712	11714	1192
11714	温特沃斯瀑布	Wentworth Falls	13	0.8;0.9	0	0	1401	0	459	0	0	0	0	8	1581627	7000	1:5;9001:19;5005:125	5	11713	11715	1192
11715	帽形山戏院	Hat Hill Gallery	13	0.8;0.2	0	1201	0	0	458	0	0	0	0	7	1589535	7000	1:5;9001:19;5005:125	5	11714	11716	1192
11716	帝王谷	Kings Canyon	13	0.2;0.2	1101	0	0	0	463	0	0	0	0	13	1589535	7000	1:5;9001:19;5005:126	5	11715	11717	1193
11717	国家公园	National Park	13	0.2;0.5	0	0	0	1502	0	0	463	0	0	10	1597483	7000	1:5;9001:19;5005:126	5	11716	11718	1193
11718	卡塔丘塔	kata tjuta	13	0.7;0.5	0	1202	0	0	0	460	0	0	0	10	1605470	7000	1:5;9001:19;5005:126	5	11717	11719	1193
11719	爱丽丝泉	Alice Springs	13	0.7;0.7	1102	0	0	0	0	461	0	0	0	9	1613497	7000	1:5;9001:19;5005:126	5	11718	11720	1193
11720	原野星光	Field of Light	13	0.8;0.5	0	0	1402	0	0	462	0	0	0	9	1621564	7000	1:5;9001:19;5005:126	5	11719	11721	1193
11721	瓦帕峡谷	Walpa	13	0.5;0.9	1101	0	0	0	0	462	0	0	0	8	1629672	7000	1:5;9001:19;5005:126	5	11720	11722	1193
11722	骆驼农场	Camel farm	13	0.8;0.9	0	0	0	1501	0	464	0	0	0	8	1637820	7000	1:5;9001:19;5005:126	5	11721	11723	1193
11723	风之谷	Valley of the Winds	13	0.8;0.2	0	1201	0	0	462	0	0	0	0	7	1646009	7000	1:5;9001:19;5005:126	5	11722	11724	1193
11724	艾利海滩	Airlie Beach	13	0.2;0.2	0	1202	0	0	0	0	466	0	0	13	1646009	7000	1:5;9001:19;5005:127	5	11723	11725	1194
11725	艾利海滩泻湖	Airlie Beach Lagoon	13	0.2;0.5	1101	0	0	0	467	0	0	0	0	10	1654239	7000	1:5;9001:19;5005:127	5	11724	11726	1194
11726	山之口	Hill inlet	13	0.7;0.5	0	0	0	1501	465	0	0	0	0	10	1662510	7000	1:5;9001:19;5005:127	5	11725	11727	1194
11727	舒特港	Shute Harbour	13	0.7;0.7	0	1201	0	0	468	0	0	0	0	9	1670823	7000	1:5;9001:19;5005:127	5	11726	11728	1194
11728	奥萨山	Osa Mountain	13	0.8;0.5	1102	0	0	0	0	0	466	0	0	9	1679177	7000	1:5;9001:19;5005:127	5	11727	11729	1194
11729	信息中心	Information centre	13	0.5;0.9	0	0	0	1502	0	466	0	0	0	8	1687573	7000	1:5;9001:19;5005:127	5	11728	11730	1194
11730	极致健身馆	Extreme fitness	13	0.8;0.9	1102	0	0	0	0	0	466	0	0	8	1696011	7000	1:5;9001:19;5005:127	5	11729	11731	1194
11731	普洛瑟派恩	Plosse Pine	13	0.8;0.2	1101	0	0	0	466	0	0	0	0	7	1704491	7000	1:5;9001:19;5005:127	5	11730	11732	1194
11732	汉密尔顿岛	Hamilton Island	13	0.2;0.2	0	0	1401	0	0	0	471	0	0	13	1704491	7000	1:5;9001:19;5005:128	5	11731	11733	1195
11733	野生动物世界	Wildlife	13	0.2;0.5	0	1201	0	0	470	0	0	0	0	10	1713013	7000	1:5;9001:19;5005:128	5	11732	11734	1195
11734	白日梦岛	DayDream Island	13	0.7;0.5	0	0	0	1502	470	0	0	0	0	10	1721578	7000	1:5;9001:19;5005:128	5	11733	11735	1195
11735	海曼岛	Hayman Island	13	0.7;0.7	0	0	0	1502	472	0	0	0	0	9	1730186	7000	1:5;9001:19;5005:128	5	11734	11736	1195
11736	猫眼海滩	Catseye Beach	13	0.8;0.5	0	1202	0	0	0	474	0	0	0	9	1738837	7000	1:5;9001:19;5005:128	5	11735	11737	1195
11737	登特岛	Dent Island	13	0.5;0.9	1101	0	0	0	0	474	0	0	0	8	1747531	7000	1:5;9001:19;5005:128	5	11736	11738	1195
11738	白色教堂	All Saints Church	13	0.8;0.9	0	0	1402	0	471	0	0	0	0	8	1756269	7000	1:5;9001:19;5005:128	5	11737	11739	1195
11739	康威国家公园	Conway National Park	13	0.8;0.2	1102	0	0	0	0	0	472	0	0	7	1765050	7000	1:5;9001:19;5005:128	5	11738	11740	1195
11740	拜伦海湾	Byron Bay	13	0.2;0.2	0	0	0	1501	478	0	0	0	0	13	1765050	7000	1:5;9001:20;5005:130	5	11739	11741	1196
11741	拜伦角	Cape Byron	13	0.2;0.5	1102	0	0	0	479	0	0	0	0	10	1773875	7000	1:5;9001:20;5005:130	5	11740	11742	1196
11742	拜伦角灯塔	Cape Byron Lighthouse	13	0.7;0.5	0	1202	0	0	478	0	0	0	0	10	1782744	7000	1:5;9001:20;5005:130	5	11741	11743	1196
11743	灯塔小径	Lighthouse Trail	13	0.7;0.7	0	0	0	1501	0	0	475	0	0	9	1791658	7000	1:5;9001:20;5005:130	5	11742	11744	1196
11744	石头和木头啤酒厂	Stone and Wood Brewery	13	0.8;0.5	1101	0	0	0	0	478	0	0	0	9	1800616	7000	1:5;9001:20;5005:130	5	11743	11745	1196
11745	拜伦农场	Byron farm	13	0.5;0.9	0	1201	0	0	476	0	0	0	0	8	1809619	7000	1:5;9001:20;5005:130	5	11744	11746	1196
11746	拜伦湾农贸市场	Byron Bay Farmers Market	13	0.8;0.9	0	0	0	1502	0	475	0	0	0	8	1818667	7000	1:5;9001:20;5005:130	5	11745	11747	1196
11747	渔夫瞭望台	Fisherman's Lookout	13	0.8;0.2	1102	0	0	0	0	478	0	0	0	7	1827760	7000	1:5;9001:20;5005:130	5	11746	11748	1196
11748	政府大楼	Government House	13	0.2;0.2	1102	0	0	0	483	0	0	0	0	13	1827760	7000	1:5;9001:20;5005:131	5	11747	11749	1197
11749	波浪泻湖	Wave Lagoon	13	0.2;0.5	0	0	0	1502	0	0	482	0	0	10	1836899	7000	1:5;9001:20;5005:131	5	11748	11750	1197
11750	达尔文植物园	Darwin Botanic Gardens	13	0.7;0.5	0	0	1401	0	482	0	0	0	0	10	1846083	7000	1:5;9001:20;5005:131	5	11749	11751	1197
11751	澳大利亚珍珠展	Australian Pearling Exhibition	13	0.7;0.7	0	1201	0	0	0	0	484	0	0	9	1855313	7000	1:5;9001:20;5005:131	5	11750	11752	1197
11752	天空达尔文赌场	Skycity Darwin Casino	13	0.8;0.5	0	0	0	1502	481	0	0	0	0	9	1864590	7000	1:5;9001:20;5005:131	5	11751	11753	1197
11753	达尔文军事博物馆	Darwin Military Museum	13	0.5;0.9	1101	0	0	0	481	0	0	0	0	8	1873913	7000	1:5;9001:20;5005:131	5	11752	11754	1197
11754	中国寺庙	Chinese Temple	13	0.8;0.9	0	1201	0	0	0	0	483	0	0	8	1883283	7000	1:5;9001:20;5005:131	5	11753	11755	1197
11755	印度太平洋海洋公司	Indo Pacific Marine	13	0.8;0.2	0	0	1402	0	0	0	484	0	0	7	1892699	7000	1:5;9001:20;5005:131	5	11754	11756	1197
11756	野生动物世界	Hamilton Island	13	0.2;0.2	0	0	1402	0	487	0	0	0	0	13	1892699	7000	1:5;9001:20;5005:132	5	11755	11757	1198
11757	圣公大教堂	Cathedral of the Most Holy Trinity	13	0.2;0.5	1102	0	0	0	488	0	0	0	0	10	1902162	7000	1:5;9001:20;5005:132	5	11756	11758	1198
11758	哈密尔顿堡	Fort Hamilton	13	0.7;0.5	0	0	0	1501	0	0	485	0	0	10	1911673	7000	1:5;9001:20;5005:132	5	11757	11759	1198
11759	阿德米勒蒂别墅公园	Admiralty House Park	13	0.7;0.7	0	0	1401	0	0	0	486	0	0	9	1921231	7000	1:5;9001:20;5005:132	5	11758	11760	1198
11760	怀卡托河	Waikato River	13	0.8;0.5	0	1201	0	0	0	485	0	0	0	9	1930837	7000	1:5;9001:20;5005:132	5	11759	11761	1198
11761	猫眼海滩	Catseye Beach	13	0.5;0.9	1102	0	0	0	488	0	0	0	0	8	1940491	7000	1:5;9001:20;5005:132	5	11760	11762	1198
11762	汉密尔顿岛码头	Hamilton Island Marina	13	0.8;0.9	0	0	0	1502	486	0	0	0	0	8	1950193	7000	1:5;9001:20;5005:132	5	11761	11763	1198
11763	通道高峰	Passage Peak	13	0.8;0.2	0	0	1401	0	0	0	488	0	0	7	1959944	7000	1:5;9001:20;5005:132	5	11762	11764	1198
11764	斯坦威尔公园海滩	Stanwell Park Beach	13	0.2;0.2	0	1202	0	0	0	0	493	0	0	13	1959944	7000	1:5;9001:20;5005:133	5	11763	11765	1199
11765	8字湖	Figure Eight Pools	13	0.2;0.5	0	0	1402	0	0	493	0	0	0	10	1969744	7000	1:5;9001:20;5005:133	5	11764	11766	1199
11766	西姆比欧野生动物园	Symbio Wildlife Park	13	0.7;0.5	1102	0	0	0	494	0	0	0	0	10	1979593	7000	1:5;9001:20;5005:133	5	11765	11767	1199
11767	海崖大桥	Sea Cliff Bridge	13	0.7;0.7	0	0	0	1501	0	493	0	0	0	9	1989491	7000	1:5;9001:20;5005:133	5	11766	11768	1199
11768	卧龙岗海港灯塔	Wollongong Head Lighthouse	13	0.8;0.5	0	0	1402	0	0	490	0	0	0	9	1999438	7000	1:5;9001:20;5005:133	5	11767	11769	1199
11769	南山寺	Nan Tien Temple	13	0.5;0.9	0	1202	0	0	0	494	0	0	0	8	2009435	7000	1:5;9001:20;5005:133	5	11768	11770	1199
11770	南天寺	Nan Tien Temple	13	0.8;0.9	1102	0	0	0	490	0	0	0	0	8	2019482	7000	1:5;9001:20;5005:133	5	11769	11771	1199
11771	卧龙岗	Wollongong	13	0.8;0.2	0	0	0	1502	0	0	491	0	0	7	2029579	7000	1:5;9001:20;5005:133	5	11770	11772	1199
11772	神奇岩石	Remarkable Rocks	13	0.2;0.2	0	1201	0	0	499	0	0	0	0	13	2029579	7000	1:5;9001:20;5005:134	5	11771	11773	1200
11773	海豹湾	Seal bay	13	0.2;0.5	0	0	1402	0	0	495	0	0	0	10	2039727	7000	1:5;9001:20;5005:134	5	11772	11774	1200
11774	克利福德蜂蜜农场	Clifford's Honey Farm	13	0.7;0.5	1102	0	0	0	0	499	0	0	0	10	2049926	7000	1:5;9001:20;5005:134	5	11773	11775	1200
11775	小撒哈拉	Little Sahara	13	0.7;0.7	0	0	0	1502	0	499	0	0	0	9	2060176	7000	1:5;9001:20;5005:134	5	11774	11776	1200
11776	袋鼠岛野生动物园	Kangaroo Island Wildlife Park	13	0.8;0.5	0	0	1401	0	498	0	0	0	0	9	2070477	7000	1:5;9001:20;5005:134	5	11775	11777	1200
11777	微风湾	Vivonne Bay	13	0.5;0.9	0	1201	0	0	495	0	0	0	0	8	2080829	7000	1:5;9001:20;5005:134	5	11776	11778	1200
11778	弗林德斯蔡斯国家公园	Flinders Chase National Park	13	0.8;0.9	1101	0	0	0	0	0	495	0	0	8	2091233	7000	1:5;9001:20;5005:134	5	11777	11779	1200
11779	天涯海角	Cape du Couedic	13	0.8;0.2	0	0	0	1502	0	498	0	0	0	7	2101689	7000	1:5;9001:20;5005:134	5	11778	11780	1200
11780	丹翠热带雨林	Daintree Rainforest	11	0.2;0.2	0	1202	0	0	500	0	0	0	0	10	2101689	8000	1:5;9001:21;5005:136	5	11779	11781	1201
11781	野生动物栖息地动物园	Wildlife Habitat Port	11	0.2;0.5	0	0	0	1501	0	500	0	0	0	9	2112197	8000	1:5;9001:21;5005:136	5	11780	11782	1201
11782	4英里海滩	Four Mile Beach	11	0.5;0.3	0	0	1402	0	0	0	501	0	0	9	2122758	8000	1:5;9001:21;5005:136	5	11781	11783	1201
11783	苦难角	Cape Tribulation	11	0.2;0.8	0	1201	0	0	0	501	0	0	0	9	2133372	8000	1:5;9001:21;5005:136	5	11782	11784	1201
11784	詹博尔美术馆	Janbal Gallery	11	0.7;0.5	0	0	0	1501	0	0	502	0	0	8	2144039	8000	1:5;9001:21;5005:136	5	11783	11785	1201
11785	湿热带	Wet Tropics	11	0.5;0.9	0	0	1402	0	0	503	0	0	0	8	2154759	8000	1:5;9001:21;5005:136	5	11784	11786	1201
11786	河道镇	Riverway	11	0.7;0.7	0	1202	0	0	502	0	0	0	0	8	2165533	8000	1:5;9001:21;5005:136	5	11785	11787	1201
11787	莫斯曼峡谷	Mosman Gorge	11	0.8;0.5	0	0	1401	0	0	503	0	0	0	7	2176361	8000	1:5;9001:21;5005:136	5	11786	11788	1201
11788	鳄鱼历险	Crocodile Adventures	11	0.8;0.9	0	0	0	1501	0	0	500	0	0	6	2187243	8000	1:5;9001:21;5005:136	5	11787	11789	1201
11789	努萨河	Noosa River	11	0.2;0.2	0	1201	0	0	508	0	0	0	0	10	2187243	8000	1:5;9001:21;5005:137	5	11788	11790	1202
11790	佩里吉安海滩	Peregian Beach	11	0.2;0.5	0	0	1401	0	507	0	0	0	0	9	2198179	8000	1:5;9001:21;5005:137	5	11789	11791	1202
11791	游客信息中心	Visitor Information Centre	11	0.5;0.3	0	0	0	1502	508	0	0	0	0	9	2209170	8000	1:5;9001:21;5005:137	5	11790	11792	1202
11792	国家公园	National Park	11	0.2;0.8	1102	0	0	0	0	0	508	0	0	9	2220216	8000	1:5;9001:21;5005:137	5	11791	11793	1202
11793	努萨农贸市场	Noosa Farmers Market	11	0.7;0.5	0	0	0	1502	0	505	0	0	0	8	2231317	8000	1:5;9001:21;5005:137	5	11792	11794	1202
11794	拉古纳瞭望台	Laguna Lookout	11	0.5;0.9	0	0	1401	0	0	0	505	0	0	8	2242474	8000	1:5;9001:21;5005:137	5	11793	11795	1202
11795	黑斯廷斯街	Hastings Street	11	0.7;0.7	0	1201	0	0	0	0	506	0	0	8	2253686	8000	1:5;9001:21;5005:137	5	11794	11796	1202
11796	努萨主海滩	Noosa Main Beach	11	0.8;0.5	0	1202	0	0	506	0	0	0	0	7	2264954	8000	1:5;9001:21;5005:137	5	11795	11797	1202
11797	黑斯廷斯街	Hastings Street	11	0.8;0.9	0	0	0	1502	505	0	0	0	0	6	2276279	8000	1:5;9001:21;5005:137	5	11796	11798	1202
11798	费沙岛	Fraser Island	11	0.2;0.2	1101	0	0	0	0	512	0	0	0	10	2276279	8000	1:5;9001:21;5005:138	5	11797	11799	1203
11799	麦肯锡湖	Lake McKenzie	11	0.2;0.5	0	1202	0	0	512	0	0	0	0	9	2287660	8000	1:5;9001:21;5005:138	5	11798	11800	1203
11800	75 英里海滩	75 Mile Beach	11	0.5;0.3	0	0	1402	0	513	0	0	0	0	9	2299098	8000	1:5;9001:21;5005:138	5	11799	11801	1203
11801	旺古柏小溪	Wanggoolba Creek	11	0.2;0.8	0	1201	0	0	513	0	0	0	0	9	2310593	8000	1:5;9001:21;5005:138	5	11800	11802	1203
11802	威比湖	Lake Wabby	11	0.7;0.5	0	0	0	1501	0	0	511	0	0	8	2322146	8000	1:5;9001:21;5005:138	5	11801	11803	1203
11803	中央车站热带雨林	Central Station Rainforest	11	0.5;0.9	0	0	1402	0	0	512	0	0	0	8	2333757	8000	1:5;9001:21;5005:138	5	11802	11804	1203
11804	比拉宾湖	Lake Birrabeen	11	0.7;0.7	0	1202	0	0	511	0	0	0	0	8	2345426	8000	1:5;9001:21;5005:138	5	11803	11805	1203
11805	牧童点	Waddy Point	11	0.8;0.5	0	0	0	1501	0	0	514	0	0	7	2357153	8000	1:5;9001:21;5005:138	5	11804	11806	1203
11806	玛希诺沉船	Maheno Shipwreck	11	0.8;0.9	1102	0	0	0	0	0	511	0	0	6	2368939	8000	1:5;9001:21;5005:138	5	11805	11807	1203
11807	立文角灯塔	Cape Leeuwin Lighthouse	11	0.2;0.2	0	1201	0	0	0	0	518	0	0	10	2368939	8000	1:5;9001:21;5005:139	5	11806	11808	1204
11808	湖洞	Lake Cave	11	0.2;0.5	0	0	1402	0	0	519	0	0	0	9	2380784	8000	1:5;9001:21;5005:139	5	11807	11809	1204
11809	哈梅林湾	Hamelin Bay	11	0.5;0.3	0	0	0	1502	0	0	516	0	0	9	2392688	8000	1:5;9001:21;5005:139	5	11808	11810	1204
11810	卡威温密	Cowaramup	11	0.2;0.8	1102	0	0	0	517	0	0	0	0	9	2404651	8000	1:5;9001:21;5005:139	5	11809	11811	1204
11811	公路步道	Road Walk Trails	11	0.7;0.5	0	1201	0	0	516	0	0	0	0	8	2416674	8000	1:5;9001:21;5005:139	5	11810	11812	1204
11812	雷德盖特海滩	Redgate Beach	11	0.5;0.9	0	0	1401	0	0	0	516	0	0	8	2428757	8000	1:5;9001:21;5005:139	5	11811	11813	1204
11813	猛犸洞	Mammoth Cave	11	0.7;0.7	0	1201	0	0	0	516	0	0	0	8	2440901	8000	1:5;9001:21;5005:139	5	11812	11814	1204
11814	航行家酒庄	Voyager Estate	11	0.8;0.5	0	0	1402	0	516	0	0	0	0	7	2453106	8000	1:5;9001:21;5005:139	5	11813	11815	1204
11815	阿米莉亚公园	Amelia Park	11	0.8;0.9	0	0	0	1502	0	517	0	0	0	6	2465372	8000	1:5;9001:21;5005:139	5	11814	11816	1204
11816	城堡山	Castle Hill	11	0.2;0.2	1101	0	0	0	521	0	0	0	0	10	2465372	8000	1:5;9001:21;5005:140	5	11815	11817	1205
11817	珊瑚礁总部	Reef HQ	11	0.2;0.5	0	1202	0	0	0	520	0	0	0	9	2477699	8000	1:5;9001:21;5005:140	5	11816	11818	1205
11818	斯特兰德	The Strand	11	0.5;0.3	0	0	1402	0	0	0	522	0	0	9	2490087	8000	1:5;9001:21;5005:140	5	11817	11819	1205
11819	斯图尔特山	Mount Stuart	11	0.2;0.8	1102	0	0	0	0	0	523	0	0	9	2502537	8000	1:5;9001:21;5005:140	5	11818	11820	1205
11820	植物园	Botanic Gardens	11	0.7;0.5	0	0	0	1501	0	0	521	0	0	8	2515050	8000	1:5;9001:21;5005:140	5	11819	11821	1205
11821	海事博物馆	Maritime Museum	11	0.5;0.9	0	0	1401	0	0	520	0	0	0	8	2527625	8000	1:5;9001:21;5005:140	5	11820	11822	1205
11822	蓝水	Bluewater	11	0.7;0.7	0	1202	0	0	0	0	523	0	0	8	2540263	8000	1:5;9001:21;5005:140	5	11821	11823	1205
11823	空军博物馆	Air Force Museum	11	0.8;0.5	1101	0	0	0	0	0	521	0	0	7	2552964	8000	1:5;9001:21;5005:140	5	11822	11824	1205
11824	文化中心	Cultural Centre	11	0.8;0.9	0	0	1401	0	524	0	0	0	0	6	2565729	8000	1:5;9001:21;5005:140	5	11823	11825	1205
11825	鳄鱼公园	Crocodile Park	11	0.2;0.2	0	1201	0	0	528	0	0	0	0	10	2565729	8000	1:5;9001:22;5005:142	5	11824	11826	1206
11826	雷德尔海滩	Reddell Beach	11	0.2;0.5	0	0	0	1501	527	0	0	0	0	9	2578558	8000	1:5;9001:22;5005:142	5	11825	11827	1206
11827	水平瀑布	Horizontal Falls	11	0.5;0.3	0	0	0	1502	0	0	528	0	0	9	2591451	8000	1:5;9001:22;5005:142	5	11826	11828	1206
11828	布鲁姆镇海滩	Broome Town Beach	11	0.2;0.8	1102	0	0	0	0	0	528	0	0	9	2604408	8000	1:5;9001:22;5005:142	5	11827	11829	1206
11829	日本公墓	Japanese Cemetary	11	0.7;0.5	0	1201	0	0	0	528	0	0	0	8	2617430	8000	1:5;9001:22;5005:142	5	11828	11830	1206
11830	12英里鸟园	12 Mile Bird Park	11	0.5;0.9	0	0	1401	0	0	0	528	0	0	8	2630517	8000	1:5;9001:22;5005:142	5	11829	11831	1206
11831	布鲁姆历史博物馆	Broome Historical Museum	11	0.7;0.7	0	1201	0	0	0	529	0	0	0	8	2643670	8000	1:5;9001:22;5005:142	5	11830	11832	1206
