int	int	int	int	string	string	string	string	string	string	int	int[]	int	float	int
100706	1007	6	180	Gifted Actor	表演天赋	Increase {0}% attributes of movie when this actor is used in movie	该演员参与拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1003	1007	6	0
100707	1007	7	210	Gifted Actor	表演天赋	Increase {0}% attributes of movie when this actor is used in movie	该演员参与拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1003	1007	7	0
100708	1007	8	240	Gifted Actor	表演天赋	Increase {0}% attributes of movie when this actor is used in movie	该演员参与拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1003	1007	8	0
100709	1007	9	270	Gifted Actor	表演天赋	Increase {0}% attributes of movie when this actor is used in movie	该演员参与拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1003	1007	9	0
100710	1007	10	300	Gifted Actor	表演天赋	Increase {0}% attributes of movie when this actor is used in movie	该演员参与拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1003	1007	10	0
100711	1007	11	330	Gifted Actor	表演天赋	Increase {0}% attributes of movie when this actor is used in movie	该演员参与拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1003	1007	11	0
100712	1007	12	360	Gifted Actor	表演天赋	Increase {0}% attributes of movie when this actor is used in movie	该演员参与拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1003	1007	12	0
100713	1007	13	390	Gifted Actor	表演天赋	Increase {0}% attributes of movie when this actor is used in movie	该演员参与拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1003	1007	13	0
100714	1007	14	420	Gifted Actor	表演天赋	Increase {0}% attributes of movie when this actor is used in movie	该演员参与拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1003	1007	14	0
100715	1007	15	450	Gifted Actor	表演天赋	Increase {0}% attributes of movie when this actor is used in movie	该演员参与拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1003	1007	15	0
100716	1007	16	480	Gifted Actor	表演天赋	Increase {0}% attributes of movie when this actor is used in movie	该演员参与拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1003	1007	16	0
100717	1007	17	510	Gifted Actor	表演天赋	Increase {0}% attributes of movie when this actor is used in movie	该演员参与拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1003	1007	17	0
100718	1007	18	540	Gifted Actor	表演天赋	Increase {0}% attributes of movie when this actor is used in movie	该演员参与拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1003	1007	18	0
100719	1007	19	570	Gifted Actor	表演天赋	Increase {0}% attributes of movie when this actor is used in movie	该演员参与拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1003	1007	19	0
100720	1007	20	600	Gifted Actor	表演天赋	Increase {0}% attributes of movie when this actor is used in movie	该演员参与拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1003	1007	20	0
100801	1008	1	30	Best partner：Female	最佳拍档：女性	Increase {0}% attributes of movie when shooting with [color=#4876FF]female actor[/color]	该演员和[color=#4876FF]女性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1005	1007	1	0
100802	1008	2	60	Best partner：Female	最佳拍档：女性	Increase {0}% attributes of movie when shooting with [color=#4876FF]female actor[/color]	该演员和[color=#4876FF]女性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1005	1007	2	0
100803	1008	3	90	Best partner：Female	最佳拍档：女性	Increase {0}% attributes of movie when shooting with [color=#4876FF]female actor[/color]	该演员和[color=#4876FF]女性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1005	1007	3	0
100804	1008	4	120	Best partner：Female	最佳拍档：女性	Increase {0}% attributes of movie when shooting with [color=#4876FF]female actor[/color]	该演员和[color=#4876FF]女性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1005	1007	4	0
100805	1008	5	150	Best partner：Female	最佳拍档：女性	Increase {0}% attributes of movie when shooting with [color=#4876FF]female actor[/color]	该演员和[color=#4876FF]女性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1005	1007	5	0
100806	1008	6	180	Best partner：Female	最佳拍档：女性	Increase {0}% attributes of movie when shooting with [color=#4876FF]female actor[/color]	该演员和[color=#4876FF]女性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1005	1007	6	0
100807	1008	7	210	Best partner：Female	最佳拍档：女性	Increase {0}% attributes of movie when shooting with [color=#4876FF]female actor[/color]	该演员和[color=#4876FF]女性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1005	1007	7	0
100808	1008	8	240	Best partner：Female	最佳拍档：女性	Increase {0}% attributes of movie when shooting with [color=#4876FF]female actor[/color]	该演员和[color=#4876FF]女性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1005	1007	8	0
100809	1008	9	270	Best partner：Female	最佳拍档：女性	Increase {0}% attributes of movie when shooting with [color=#4876FF]female actor[/color]	该演员和[color=#4876FF]女性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1005	1007	9	0
100810	1008	10	300	Best partner：Female	最佳拍档：女性	Increase {0}% attributes of movie when shooting with [color=#4876FF]female actor[/color]	该演员和[color=#4876FF]女性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1005	1007	10	0
100811	1008	11	330	Best partner：Female	最佳拍档：女性	Increase {0}% attributes of movie when shooting with [color=#4876FF]female actor[/color]	该演员和[color=#4876FF]女性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1005	1007	11	0
100812	1008	12	360	Best partner：Female	最佳拍档：女性	Increase {0}% attributes of movie when shooting with [color=#4876FF]female actor[/color]	该演员和[color=#4876FF]女性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1005	1007	12	0
100813	1008	13	390	Best partner：Female	最佳拍档：女性	Increase {0}% attributes of movie when shooting with [color=#4876FF]female actor[/color]	该演员和[color=#4876FF]女性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1005	1007	13	0
100814	1008	14	420	Best partner：Female	最佳拍档：女性	Increase {0}% attributes of movie when shooting with [color=#4876FF]female actor[/color]	该演员和[color=#4876FF]女性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1005	1007	14	0
100815	1008	15	450	Best partner：Female	最佳拍档：女性	Increase {0}% attributes of movie when shooting with [color=#4876FF]female actor[/color]	该演员和[color=#4876FF]女性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1005	1007	15	0
100816	1008	16	480	Best partner：Female	最佳拍档：女性	Increase {0}% attributes of movie when shooting with [color=#4876FF]female actor[/color]	该演员和[color=#4876FF]女性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1005	1007	16	0
100817	1008	17	510	Best partner：Female	最佳拍档：女性	Increase {0}% attributes of movie when shooting with [color=#4876FF]female actor[/color]	该演员和[color=#4876FF]女性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1005	1007	17	0
100818	1008	18	540	Best partner：Female	最佳拍档：女性	Increase {0}% attributes of movie when shooting with [color=#4876FF]female actor[/color]	该演员和[color=#4876FF]女性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1005	1007	18	0
100819	1008	19	570	Best partner：Female	最佳拍档：女性	Increase {0}% attributes of movie when shooting with [color=#4876FF]female actor[/color]	该演员和[color=#4876FF]女性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1005	1007	19	0
100820	1008	20	600	Best partner：Female	最佳拍档：女性	Increase {0}% attributes of movie when shooting with [color=#4876FF]female actor[/color]	该演员和[color=#4876FF]女性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1005	1007	20	0
100901	1009	1	30	Best partner：Male	最佳拍档：男性	Increase {0}% attributes of movie when shooting with [color=#4876FF]male actor[/color]	该演员和[color=#4876FF]男性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1006	1007	1	0
100902	1009	2	60	Best partner：Male	最佳拍档：男性	Increase {0}% attributes of movie when shooting with [color=#4876FF]male actor[/color]	该演员和[color=#4876FF]男性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1006	1007	2	0
100903	1009	3	90	Best partner：Male	最佳拍档：男性	Increase {0}% attributes of movie when shooting with [color=#4876FF]male actor[/color]	该演员和[color=#4876FF]男性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1006	1007	3	0
100904	1009	4	120	Best partner：Male	最佳拍档：男性	Increase {0}% attributes of movie when shooting with [color=#4876FF]male actor[/color]	该演员和[color=#4876FF]男性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1006	1007	4	0
100905	1009	5	150	Best partner：Male	最佳拍档：男性	Increase {0}% attributes of movie when shooting with [color=#4876FF]male actor[/color]	该演员和[color=#4876FF]男性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1006	1007	5	0
100906	1009	6	180	Best partner：Male	最佳拍档：男性	Increase {0}% attributes of movie when shooting with [color=#4876FF]male actor[/color]	该演员和[color=#4876FF]男性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1006	1007	6	0
100907	1009	7	210	Best partner：Male	最佳拍档：男性	Increase {0}% attributes of movie when shooting with [color=#4876FF]male actor[/color]	该演员和[color=#4876FF]男性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1006	1007	7	0
100908	1009	8	240	Best partner：Male	最佳拍档：男性	Increase {0}% attributes of movie when shooting with [color=#4876FF]male actor[/color]	该演员和[color=#4876FF]男性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1006	1007	8	0
100909	1009	9	270	Best partner：Male	最佳拍档：男性	Increase {0}% attributes of movie when shooting with [color=#4876FF]male actor[/color]	该演员和[color=#4876FF]男性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1006	1007	9	0
100910	1009	10	300	Best partner：Male	最佳拍档：男性	Increase {0}% attributes of movie when shooting with [color=#4876FF]male actor[/color]	该演员和[color=#4876FF]男性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1006	1007	10	0
100911	1009	11	330	Best partner：Male	最佳拍档：男性	Increase {0}% attributes of movie when shooting with [color=#4876FF]male actor[/color]	该演员和[color=#4876FF]男性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1006	1007	11	0
100912	1009	12	360	Best partner：Male	最佳拍档：男性	Increase {0}% attributes of movie when shooting with [color=#4876FF]male actor[/color]	该演员和[color=#4876FF]男性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1006	1007	12	0
100913	1009	13	390	Best partner：Male	最佳拍档：男性	Increase {0}% attributes of movie when shooting with [color=#4876FF]male actor[/color]	该演员和[color=#4876FF]男性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1006	1007	13	0
100914	1009	14	420	Best partner：Male	最佳拍档：男性	Increase {0}% attributes of movie when shooting with [color=#4876FF]male actor[/color]	该演员和[color=#4876FF]男性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1006	1007	14	0
100915	1009	15	450	Best partner：Male	最佳拍档：男性	Increase {0}% attributes of movie when shooting with [color=#4876FF]male actor[/color]	该演员和[color=#4876FF]男性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1006	1007	15	0
100916	1009	16	480	Best partner：Male	最佳拍档：男性	Increase {0}% attributes of movie when shooting with [color=#4876FF]male actor[/color]	该演员和[color=#4876FF]男性[/color]演员一起拍摄时,属性提升+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1006	1007	16	0
