int	int	int	string	int	int	int	int	int	int	int[]	int[]	string
1579	1155	3	伊芙	2104	2	0	0	0	0	1902;1904;1932;1942;1929	1602;1603	伊芙（配角），犯罪头目的情妇，被查尔斯的风度所吸引，向他透露了自己知道的情报。
1580	1155	4	M	2106	1	1101	0	0	0	1937;1949;1910;1921;1922	1601;1605	M（配角），查尔斯的上司，虽然表面不近人情但其实十分关照查尔斯，对他给予了充分的信任。
1581	1155	5	米尔克	2107	2	1102	0	1401	1502	1923;1943;1920;1930;1911	1601;1602	米尔克（反派），协助恐怖组织洗钱的银行家，老奸巨猾，查尔斯在与他交手的过程中险些丧命。
1582	1156	1	汉克	2102	2	1102	0	1401	0	1933;1946;1922;1928;1934	1602;1603	汉克（主角），宗教符号学教授，被意外卷入克莱德的命案后，慢慢揭开了一个埋藏2000多年的历史真相。
1583	1156	2	奥利维亚	2103	1	1101	0	0	1501	1902;1903;1904;1914;1928	1605;1602	奥利维亚（主角），密码破译员，她的身世是一个足以颠覆世界的惊天秘密，。
1584	1156	3	克莱德	2104	2	0	0	0	0	1941;1921;1928;1934;1910	1602;1605	克莱德（配角），卢浮宫馆长，在被人谋杀临死前，留下了一个骇人的符号，从而引出了一系列惊人的真相。
1585	1156	4	斯科特	2107	2	0	1202	0	0	1946;1923;1943;1930;1920	1602;1601	斯科特（反派），宗教史学家，揭露“圣杯”秘密的狂热分子，一面帮助着主角，一面制造着各种悬念。
1586	1157	1	斯特凡	2102	2	1102	1201	1402	0	1937;1938;1934;1926;1922	1603;1602	斯特凡（主角），失去记忆的神秘男子，靠着臀部的一条银行账户，开始寻找自己的身份。
1587	1157	2	安吉拉	2103	1	1101	0	0	1501	1902;1903;1935;1932;1945	1605;1603	安吉拉（主角），与斯特凡不期而遇的女孩，在帮助斯特凡的过程中对他产生好感。
1588	1157	3	丹尼	2104	2	0	0	0	0	1910;1941;1921;1907;1928	1602;1601	丹尼（配角），在海上将昏迷的斯特凡救起的平凡渔夫，对斯特凡的一切都不过问。
1589	1157	4	戈登	2105	2	1102	0	0	1502	1937;1926;1907;1920;1930	1603;1601	戈登（配角），与失去记忆的斯特凡同属同一组织的杀手，为了抹除斯特凡身上的秘密而盯上了他。
1590	1158	1	凯恩	2102	2	1102	0	0	1502	1902;1907;1934;1928;1926	1601;1602	凯恩（主角），前途光明的律师，在一次巧遇老友的过程中陷入难以脱身的谋杀案中。
1591	1158	2	吉姆	2104	2	0	0	1401	0	1922;1921;1941;1926;1928	1601;1603	吉姆（配角），前FBI探员，现在转为情报贩子，在凯恩与敌人的斗争中发挥了至关重要的作用。
1592	1158	3	科林	2104	2	0	0	0	0	1902;1907;1934;1930;1928	1605;1602	科林（配角），在被人追杀的过程中将关键证物塞入了凯恩的包中，这让凯恩成为了邪恶势力的目标。
1593	1159	1	阿尔	2102	2	1102	1201	1401	1502	1937;1907;1935;1928;1926	1602;1601	阿尔（主角），平日里看上去是一个不起眼的销售员，但就连他的家人都不知道他隐藏的真实身份——超级特工
1594	1159	2	卡莉	2103	1	1101	0	1402	1502	1903;1904;1930;1932;1929	1603;1602	卡莉（主角），不甘心囿于平淡的家庭生活的主妇一名，想要追求刺激，却阴差阳错的被卷入了真正的危险之中
1595	1159	3	丽兹	2106	1	1101	1201	0	0	1902;1903;1904;1942;1932	1601;1603	丽兹（配角），阿尔与卡莉的女儿，正处于青春叛逆期，通过各种不良少女行径来宣泄自己内心的郁结。
1596	1159	4	斯坦	2104	2	0	0	0	0	1907;1943;1917;1935;1929	1602;1605	斯坦（配角），油嘴滑舌的汽车经销商，通过把自己伪装成一名卧底特工来骗取女性的好感，本性胆小如鼠。
1597	1160	1	斯蒂文	2101	2	0	0	1401	1502	1922;1915;1928;1934;1935	1603;1602	斯蒂文（主角），被认错而遭绑架的普通广告商，在逃亡过程中与FBI特工伊芙相恋，最终抱得美人归。
1598	1160	2	伊芙	2101	2	0	0	0	0	1937;1902;1904;1928;1935	1602;1603	伊芙（主角），迷人的FBI特工，被安排为黑帮卧底，在介入斯蒂文被追杀的事件后，与斯蒂文走到了一起。
1599	1160	3	莫林	2104	2	0	1201	0	0	1937;1928;1903;1934;1907	1601;1603	莫林（配角），为了掩护真正卧底而被FBI安排误导黑帮的间谍。
1600	1160	4	杰森	2105	2	1102	0	0	1502	1949;1915;1941;1910;1922	1603;1605	杰森（配角），联合国官员，在斯蒂文调查真相的过程中，被黑帮杀害。
1601	1161	1	约瑟夫	2101	2	0	0	1402	0	1928;1931;1945;1921;1935	1602;1604	约瑟夫（主角），在威尼斯游玩时，遇见了美艳无双的艾琳，却不想陷入一个重大的阴谋。
1602	1161	2	艾琳	2101	2	0	0	0	0	1937;1904;1932;1935;1926	1602;1601	艾琳（主角），神秘的女子，实际上是一名国际警察。
1603	1161	3	尼克	2104	2	0	0	0	0	1914;1934;1926;1925;1907	1604;1602	尼克（配角），忠实的警探，误将约瑟夫认作是国际通缉犯。
1604	1161	4	安东尼	2107	2	0	0	0	0	1923;1911;1930;1920;1907	1603;1602	安东尼（反派），意大利黑手党老大，被通缉犯亚里山大卷走了一批巨款，同时还将约瑟夫认作整容后的亚历山大。
1605	1162	1	瑞切尔	2103	1	0	0	1402	1502	1937;1926;1902;1903;1935	1602;1603	瑞切（主角），被指认为俄罗斯间谍的美国特工，于是她要一边躲避追捕，一边自证清白。
1606	1162	2	沃夫斯基	2105	2	1102	0	0	1502	1937;1907;1926;1920;1921	1605;1602	沃夫斯基（配角），俄国特工，曾领导过一个秘密的特务组织，指证瑞切尔是俄罗斯间谍
1607	1162	3	托马斯	2104	2	0	0	0	0	1935;1928;1946;1922;1934	1602;1601	托马斯（配角），曾经为了解救瑞切而奔走呼吁的生物学家，后与瑞切尔成婚。
1608	1162	4	泰德	2107	2	0	0	1401	0	1937;1921;1923;1943;1926	1602;1603	泰德（反派），神秘组织首领，试图让瑞切尔去暗杀俄国和美国总统，以挑起世界大战。
