int	int	int	int	int	int	int	int	int	int	int	int	int	DTItemNum	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
612	76	153	95	191	115	230	153	307	191	383	230	460	2:12990927	1256	1570	1884	2512	3140	3768	0	0	0	0	0	0	0	0	0	0	0	0	0	296034	370043	444051	592068	740085	888102
613	76	153	96	192	115	230	153	307	192	384	230	461	2:13012793	1256	1570	1884	2512	3140	3768	0	0	0	0	0	0	0	0	0	0	0	0	0	297290	371613	445935	594580	743225	891870
614	77	154	96	192	115	231	154	308	192	385	231	462	2:13033818	1264	1580	1896	2528	3160	3792	0	0	0	0	0	0	0	0	0	0	0	0	0	298546	373183	447819	597092	746365	895638
615	77	154	96	192	115	231	154	308	192	385	231	462	2:13054843	1264	1580	1896	2528	3160	3792	0	0	0	0	0	0	0	0	0	0	0	0	0	299810	374763	449715	599620	749525	899430
616	77	154	96	193	115	231	154	309	193	386	231	463	2:13075868	1272	1590	1908	2544	3180	3816	0	0	0	0	0	0	0	0	0	0	0	0	0	301074	376343	451611	602148	752685	903222
617	77	154	96	193	116	232	154	309	193	387	232	464	2:13097734	1272	1590	1908	2544	3180	3816	0	0	0	0	0	0	0	0	0	0	0	0	0	302346	377933	453519	604692	755865	907038
618	77	155	96	193	116	232	155	310	193	387	232	465	2:13118759	1280	1600	1920	2560	3200	3840	0	0	0	0	0	0	0	0	0	0	0	0	0	303618	379523	455427	607236	759045	910854
619	77	155	97	194	116	232	155	310	194	388	232	465	2:13139784	1280	1600	1920	2560	3200	3840	50	100	150	200	250	300	10	10	10	10	10	10	0	304898	381123	457347	609796	762245	914694
620	77	155	97	194	116	233	155	311	194	388	233	466	2:13160809	1288	1610	1932	2576	3220	3864	0	0	0	0	0	0	0	0	0	0	0	0	0	306178	382723	459267	612356	765445	918534
621	77	155	97	194	116	233	155	311	194	389	233	467	2:13637250	1288	1610	1932	2576	3220	3864	0	0	0	0	0	0	0	0	0	0	0	0	0	307466	384333	461199	614932	768665	922398
622	78	156	97	195	117	234	156	312	195	390	234	468	2:13659000	1296	1620	1944	2592	3240	3888	0	0	0	0	0	0	0	0	0	0	0	0	0	308754	385943	463131	617508	771885	926262
623	78	156	97	195	117	234	156	312	195	390	234	468	2:13680750	1296	1620	1944	2592	3240	3888	0	0	0	0	0	0	0	0	0	0	0	0	0	310050	387563	465075	620100	775125	930150
624	78	156	97	195	117	234	156	313	195	391	234	469	2:13702500	1304	1630	1956	2608	3260	3912	0	0	0	0	0	0	0	0	0	0	0	0	0	311346	389183	467019	622692	778365	934038
625	78	156	97	195	117	235	156	313	195	391	235	470	2:13724250	1304	1630	1956	2608	3260	3912	0	0	0	0	0	0	0	0	0	0	0	0	0	312650	390813	468975	625300	781625	937950
626	78	157	98	196	117	235	157	314	196	392	235	471	2:13746870	1312	1640	1968	2624	3280	3936	0	0	0	0	0	0	0	0	0	0	0	0	0	313954	392443	470931	627908	784885	941862
627	78	157	98	196	117	235	157	314	196	393	235	471	2:13768620	1312	1640	1968	2624	3280	3936	0	0	0	0	0	0	0	0	0	0	0	0	0	315266	394083	472899	630532	788165	945798
628	78	157	98	196	118	236	157	315	196	393	236	472	2:13790370	1320	1650	1980	2640	3300	3960	0	0	0	0	0	0	0	0	0	0	0	0	0	316578	395723	474867	633156	791445	949734
629	78	157	98	197	118	236	157	315	197	394	236	473	2:13812120	1320	1650	1980	2640	3300	3960	50	100	150	200	250	300	10	10	10	10	10	10	0	317898	397373	476847	635796	794745	953694
630	79	158	98	197	118	237	158	316	197	395	237	474	2:13834740	1328	1660	1992	2656	3320	3984	0	0	0	0	0	0	0	0	0	0	0	0	0	319218	399023	478827	638436	798045	957654
631	79	158	98	197	118	237	158	316	197	395	237	474	2:13856490	1328	1660	1992	2656	3320	3984	0	0	0	0	0	0	0	0	0	0	0	0	0	320546	400683	480819	641092	801365	961638
632	79	158	99	198	118	237	158	317	198	396	237	475	2:13878240	1336	1670	2004	2672	3340	4008	0	0	0	0	0	0	0	0	0	0	0	0	0	321874	402343	482811	643748	804685	965622
633	79	158	99	198	119	238	158	317	198	396	238	476	2:13899990	1336	1670	2004	2672	3340	4008	0	0	0	0	0	0	0	0	0	0	0	0	0	323210	404013	484815	646420	808025	969630
634	79	159	99	198	119	238	159	318	198	397	238	477	2:13922610	1344	1680	2016	2688	3360	4032	0	0	0	0	0	0	0	0	0	0	0	0	0	324546	405683	486819	649092	811365	973638
635	79	159	99	199	119	238	159	318	199	398	238	477	2:13944360	1344	1680	2016	2688	3360	4032	0	0	0	0	0	0	0	0	0	0	0	0	0	325890	407363	488835	651780	814725	977670
636	79	159	99	199	119	239	159	319	199	398	239	478	2:13966110	1352	1690	2028	2704	3380	4056	0	0	0	0	0	0	0	0	0	0	0	0	0	327234	409043	490851	654468	818085	981702
637	79	159	99	199	119	239	159	319	199	399	239	479	2:13987860	1352	1690	2028	2704	3380	4056	0	0	0	0	0	0	0	0	0	0	0	0	0	328586	410733	492879	657172	821465	985758
638	80	160	100	200	120	240	160	320	200	400	240	480	2:14010480	1360	1700	2040	2720	3400	4080	0	0	0	0	0	0	0	0	0	0	0	0	0	329938	412423	494907	659876	824845	989814
639	80	160	100	200	120	240	160	320	200	400	240	480	2:14032230	1360	1700	2040	2720	3400	4080	50	100	150	200	250	300	10	10	10	10	10	10	0	331298	414123	496947	662596	828245	993894
640	80	160	100	200	120	240	160	320	200	401	240	481	2:14053980	1368	1710	2052	2736	3420	4104	0	0	0	0	0	0	0	0	0	0	0	0	0	332658	415823	498987	665316	831645	997974
641	80	160	100	200	120	241	160	321	200	401	241	482	2:14544921	1368	1710	2052	2736	3420	4104	0	0	0	0	0	0	0	0	0	0	0	0	0	334026	417533	501039	668052	835065	1002078
642	80	160	100	201	120	241	160	321	201	402	241	482	2:14568295	1376	1720	2064	2752	3440	4128	0	0	0	0	0	0	0	0	0	0	0	0	0	335394	419243	503091	670788	838485	1006182
643	80	161	100	201	120	241	161	322	201	403	241	483	2:14590770	1376	1720	2064	2752	3440	4128	0	0	0	0	0	0	0	0	0	0	0	0	0	336770	420963	505155	673540	841925	1010310
644	80	161	100	201	121	242	161	322	201	403	242	484	2:14613245	1384	1730	2076	2768	3460	4152	0	0	0	0	0	0	0	0	0	0	0	0	0	338146	422683	507219	676292	845365	1014438
645	80	161	101	202	121	242	161	323	202	404	242	485	2:14635720	1384	1730	2076	2768	3460	4152	0	0	0	0	0	0	0	0	0	0	0	0	0	339530	424413	509295	679060	848825	1018590
646	80	161	101	202	121	242	161	323	202	404	242	485	2:14659094	1392	1740	2088	2784	3480	4176	0	0	0	0	0	0	0	0	0	0	0	0	0	340914	426143	511371	681828	852285	1022742
647	81	162	101	202	121	243	162	324	202	405	243	486	2:14681569	1392	1740	2088	2784	3480	4176	0	0	0	0	0	0	0	0	0	0	0	0	0	342306	427883	513459	684612	855765	1026918
648	81	162	101	203	121	243	162	324	203	406	243	487	2:14704044	1400	1750	2100	2800	3500	4200	0	0	0	0	0	0	0	0	0	0	0	0	0	343698	429623	515547	687396	859245	1031094
649	81	162	101	203	122	244	162	325	203	406	244	488	2:14726519	1400	1750	2100	2800	3500	4200	50	100	150	200	250	300	10	10	10	10	10	10	0	345098	431373	517647	690196	862745	1035294
650	81	162	101	203	122	244	162	325	203	407	244	488	2:14748994	1408	1760	2112	2816	3520	4224	0	0	0	0	0	0	0	0	0	0	0	0	0	346498	433123	519747	692996	866245	1039494
651	81	163	102	204	122	244	163	326	204	408	244	489	2:14772368	1408	1760	2112	2816	3520	4224	0	0	0	0	0	0	0	0	0	0	0	0	0	347906	434883	521859	695812	869765	1043718
652	81	163	102	204	122	245	163	326	204	408	245	490	2:14794843	1416	1770	2124	2832	3540	4248	0	0	0	0	0	0	0	0	0	0	0	0	0	349314	436643	523971	698628	873285	1047942
653	81	163	102	204	122	245	163	327	204	409	245	491	2:14817318	1416	1770	2124	2832	3540	4248	0	0	0	0	0	0	0	0	0	0	0	0	0	350730	438413	526095	701460	876825	1052190
654	81	163	102	204	122	245	163	327	204	409	245	491	2:14839793	1424	1780	2136	2848	3560	4272	0	0	0	0	0	0	0	0	0	0	0	0	0	352146	440183	528219	704292	880365	1056438
655	82	164	102	205	123	246	164	328	205	410	246	492	2:14863167	1424	1780	2136	2848	3560	4272	0	0	0	0	0	0	0	0	0	0	0	0	0	353570	441963	530355	707140	883925	1060710
656	82	164	102	205	123	246	164	328	205	411	246	493	2:14885642	1432	1790	2148	2864	3580	4296	0	0	0	0	0	0	0	0	0	0	0	0	0	354994	443743	532491	709988	887485	1064982
657	82	164	102	205	123	247	164	329	205	411	247	494	2:14908117	1432	1790	2148	2864	3580	4296	0	0	0	0	0	0	0	0	0	0	0	0	0	356426	445533	534639	712852	891065	1069278
658	82	164	103	206	123	247	164	329	206	412	247	494	2:14930592	1440	1800	2160	2880	3600	4320	0	0	0	0	0	0	0	0	0	0	0	0	0	357858	447323	536787	715716	894645	1073574
659	82	165	103	206	123	247	165	330	206	412	247	495	2:14953966	1440	1800	2160	2880	3600	4320	50	100	150	200	250	300	10	10	10	10	10	10	0	359298	449123	538947	718596	898245	1077894
660	82	165	103	206	124	248	165	330	206	413	248	496	2:14976441	1448	1810	2172	2896	3620	4344	0	0	0	0	0	0	0	0	0	0	0	0	0	360738	450923	541107	721476	901845	1082214
661	82	165	103	207	124	248	165	331	207	414	248	497	2:15482752	1448	1810	2172	2896	3620	4344	0	0	0	0	0	0	0	0	0	0	0	0	0	362186	452733	543279	724372	905465	1086558
662	82	165	103	207	124	248	165	331	207	414	248	497	2:15505952	1456	1820	2184	2912	3640	4368	0	0	0	0	0	0	0	0	0	0	0	0	0	363634	454543	545451	727268	909085	1090902
663	83	166	103	207	124	249	166	332	207	415	249	498	2:15530080	1456	1820	2184	2912	3640	4368	0	0	0	0	0	0	0	0	0	0	0	0	0	365090	456363	547635	730180	912725	1095270
664	83	166	104	208	124	249	166	332	208	416	249	499	2:15553280	1464	1830	2196	2928	3660	4392	0	0	0	0	0	0	0	0	0	0	0	0	0	366546	458183	549819	733092	916365	1099638
665	83	166	104	208	125	250	166	333	208	416	250	500	2:15576480	1464	1830	2196	2928	3660	4392	0	0	0	0	0	0	0	0	0	0	0	0	0	368010	460013	552015	736020	920025	1104030
666	83	166	104	208	125	250	166	333	208	417	250	500	2:15599680	1472	1840	2208	2944	3680	4416	0	0	0	0	0	0	0	0	0	0	0	0	0	369474	461843	554211	738948	923685	1108422
667	83	167	104	208	125	250	167	334	208	417	250	501	2:15623808	1472	1840	2208	2944	3680	4416	0	0	0	0	0	0	0	0	0	0	0	0	0	370946	463683	556419	741892	927365	1112838
668	83	167	104	209	125	251	167	334	209	418	251	502	2:15647008	1480	1850	2220	2960	3700	4440	0	0	0	0	0	0	0	0	0	0	0	0	0	372418	465523	558627	744836	931045	1117254
669	83	167	104	209	125	251	167	335	209	419	251	502	2:15670208	1480	1850	2220	2960	3700	4440	50	100	150	200	250	300	10	10	10	10	10	10	0	373898	467373	560847	747796	934745	1121694
670	83	167	104	209	125	251	167	335	209	419	251	503	2:15693408	1488	1860	2232	2976	3720	4464	0	0	0	0	0	0	0	0	0	0	0	0	0	375378	469223	563067	750756	938445	1126134
671	84	168	105	210	126	252	168	336	210	420	252	504	2:15717536	1488	1860	2232	2976	3720	4464	0	0	0	0	0	0	0	0	0	0	0	0	0	376866	471083	565299	753732	942165	1130598
672	84	168	105	210	126	252	168	336	210	420	252	505	2:15740736	1496	1870	2244	2992	3740	4488	0	0	0	0	0	0	0	0	0	0	0	0	0	378354	472943	567531	756708	945885	1135062
673	84	168	105	210	126	252	168	337	210	421	252	505	2:15763936	1496	1870	2244	2992	3740	4488	0	0	0	0	0	0	0	0	0	0	0	0	0	379850	474813	569775	759700	949625	1139550
674	84	168	105	211	126	253	168	337	211	422	253	506	2:15787136	1504	1880	2256	3008	3760	4512	0	0	0	0	0	0	0	0	0	0	0	0	0	381346	476683	572019	762692	953365	1144038
675	84	169	105	211	126	253	169	338	211	422	253	507	2:15810336	1504	1880	2256	3008	3760	4512	0	0	0	0	0	0	0	0	0	0	0	0	0	382850	478563	574275	765700	957125	1148550
676	84	169	105	211	127	254	169	338	211	423	254	508	2:15834464	1512	1890	2268	3024	3780	4536	0	0	0	0	0	0	0	0	0	0	0	0	0	384354	480443	576531	768708	960885	1153062
677	84	169	106	212	127	254	169	339	212	424	254	508	2:15857664	1512	1890	2268	3024	3780	4536	0	0	0	0	0	0	0	0	0	0	0	0	0	385866	482333	578799	771732	964665	1157598
678	84	169	106	212	127	254	169	339	212	424	254	509	2:15880864	1520	1900	2280	3040	3800	4560	0	0	0	0	0	0	0	0	0	0	0	0	0	387378	484223	581067	774756	968445	1162134
679	85	170	106	212	127	255	170	340	212	425	255	510	2:15904064	1520	1900	2280	3040	3800	4560	50	100	150	200	250	300	10	10	10	10	10	10	0	388898	486123	583347	777796	972245	1166694
680	85	170	106	212	127	255	170	340	212	425	255	511	2:15928192	1528	1910	2292	3056	3820	4584	0	0	0	0	0	0	0	0	0	0	0	0	0	390418	488023	585627	780836	976045	1171254
681	85	170	106	213	127	255	170	341	213	426	255	511	2:15951392	1528	1910	2292	3056	3820	4584	0	0	0	0	0	0	0	0	0	0	0	0	0	391946	489933	587919	783892	979865	1175838
682	85	170	106	213	128	256	170	341	213	427	256	512	2:15974592	1536	1920	2304	3072	3840	4608	0	0	0	0	0	0	0	0	0	0	0	0	0	393474	491843	590211	786948	983685	1180422
683	85	171	106	213	128	256	171	342	213	427	256	513	2:15997792	1536	1920	2304	3072	3840	4608	0	0	0	0	0	0	0	0	0	0	0	0	0	395010	493763	592515	790020	987525	1185030
684	85	171	107	214	128	257	171	342	214	428	257	514	2:16021920	1544	1930	2316	3088	3860	4632	0	0	0	0	0	0	0	0	0	0	0	0	0	396546	495683	594819	793092	991365	1189638
685	85	171	107	214	128	257	171	343	214	429	257	514	2:16045120	1544	1930	2316	3088	3860	4632	0	0	0	0	0	0	0	0	0	0	0	0	0	398090	497613	597135	796180	995225	1194270
686	85	171	107	214	128	257	171	343	214	429	257	515	2:16068320	1552	1940	2328	3104	3880	4656	0	0	0	0	0	0	0	0	0	0	0	0	0	399634	499543	599451	799268	999085	1198902
687	86	172	107	215	129	258	172	344	215	430	258	516	2:16091520	1552	1940	2328	3104	3880	4656	0	0	0	0	0	0	0	0	0	0	0	0	0	401186	501483	601779	802372	1002965	1203558
688	86	172	107	215	129	258	172	344	215	430	258	517	2:16115648	1560	1950	2340	3120	3900	4680	0	0	0	0	0	0	0	0	0	0	0	0	0	402738	503423	604107	805476	1006845	1208214
689	86	172	107	215	129	258	172	345	215	431	258	517	2:16138848	1560	1950	2340	3120	3900	4680	50	100	150	200	250	300	10	10	10	10	10	10	0	404298	505373	606447	808596	1010745	1212894
690	86	172	108	216	129	259	172	345	216	432	259	518	2:16162048	1568	1960	2352	3136	3920	4704	0	0	0	0	0	0	0	0	0	0	0	0	0	405858	507323	608787	811716	1014645	1217574
691	86	173	108	216	129	259	173	346	216	432	259	519	2:16185248	1568	1960	2352	3136	3920	4704	0	0	0	0	0	0	0	0	0	0	0	0	0	407426	509283	611139	814852	1018565	1222278
692	86	173	108	216	130	260	173	346	216	433	260	520	2:16209376	1576	1970	2364	3152	3940	4728	0	0	0	0	0	0	0	0	0	0	0	0	0	408994	511243	613491	817988	1022485	1226982
693	86	173	108	216	130	260	173	347	216	433	260	520	2:16232576	1576	1970	2364	3152	3940	4728	0	0	0	0	0	0	0	0	0	0	0	0	0	410570	513213	615855	821140	1026425	1231710
694	86	173	108	217	130	260	173	347	217	434	260	521	2:16255776	1584	1980	2376	3168	3960	4752	0	0	0	0	0	0	0	0	0	0	0	0	0	412146	515183	618219	824292	1030365	1236438
695	87	174	108	217	130	261	174	348	217	435	261	522	2:16278976	1584	1980	2376	3168	3960	4752	0	0	0	0	0	0	0	0	0	0	0	0	0	413730	517163	620595	827460	1034325	1241190
696	87	174	108	217	130	261	174	348	217	435	261	522	2:16303104	1592	1990	2388	3184	3980	4776	0	0	0	0	0	0	0	0	0	0	0	0	0	415314	519143	622971	830628	1038285	1245942
697	87	174	109	218	130	261	174	349	218	436	261	523	2:16326304	1592	1990	2388	3184	3980	4776	0	0	0	0	0	0	0	0	0	0	0	0	0	416906	521133	625359	833812	1042265	1250718
698	87	174	109	218	131	262	174	349	218	437	262	524	2:16349504	1600	2000	2400	3200	4000	4800	0	0	0	0	0	0	0	0	0	0	0	0	0	418498	523123	627747	836996	1046245	1255494
699	87	175	109	218	131	262	175	350	218	437	262	525	2:16372704	1600	2000	2400	3200	4000	4800	50	100	150	200	250	300	10	10	10	10	10	10	0	420098	525123	630147	840196	1050245	1260294
700	87	175	109	218	131	262	175	350	218	437	262	525	2:16395904	1600	2000	2400	3200	4000	4800	0	0	0	0	0	0	0	0	0	0	0	0	0	421698	527123	632547	843396	1054245	1265094
