int	int	int	int	int	int	int	DTItemNum[]	string
10115001	1011	5001	1601	59246	1602	49073	6301:1	比利林恩的中场战事
10115002	1011	5002	1601	61316	1602	50782	6301:1	比利林恩的中场战事
10115003	1011	5003	1601	63406	1602	52530	6303:2	比利林恩的中场战事
10115004	1011	5004	1601	65548	1602	54301	6308:2	比利林恩的中场战事
10115005	1011	5005	1601	67718	1602	56103	6302:3	比利林恩的中场战事
10115006	1011	5006	1601	69927	1602	57933	6301:3	比利林恩的中场战事
10115007	1011	5007	1601	72163	1602	59797	6306:4	比利林恩的中场战事
10115008	1011	5008	1601	74445	1602	61682	6305:4	比利林恩的中场战事
10115009	1011	5009	1601	76759	1602	63602	6301:5	比利林恩的中场战事
10115010	1011	5010	1601	79108	1602	65549	6308:5	比利林恩的中场战事
10121001	1012	1001	1603	199	1601	122	6103:1	珍珠港
10121002	1012	1002	1603	623	1601	389	6106:1	珍珠港
10121003	1012	1003	1603	1035	1601	646	6102:2	珍珠港
10121004	1012	1004	1603	1558	1601	974	6107:2	珍珠港
10121005	1012	1005	1603	2183	1601	1367	6103:3	珍珠港
10121006	1012	1006	1603	2919	1601	1827	6104:3	珍珠港
10121007	1012	1007	1603	3754	1601	2351	6105:4	珍珠港
10121008	1012	1008	1603	4702	1601	2942	6108:4	珍珠港
10121009	1012	1009	1603	5763	1601	3607	6106:5	珍珠港
10121010	1012	1010	1603	6923	1601	4333	6105:5	珍珠港
10122001	1012	2001	1603	10266	1601	6427	6203:1	珍珠港
10122002	1012	2002	1603	11987	1601	7500	6208:1	珍珠港
10122003	1012	2003	1603	13834	1601	8657	6201:2	珍珠港
10122004	1012	2004	1603	15829	1601	9907	6204:2	珍珠港
10122005	1012	2005	1603	16865	1601	10554	6208:3	珍珠港
10122006	1012	2006	1603	17938	1601	11228	6201:3	珍珠港
10122007	1012	2007	1603	19048	1601	11922	6205:4	珍珠港
10122008	1012	2008	1603	20195	1601	12639	6202:4	珍珠港
10122009	1012	2009	1603	21368	1601	13374	6202:5	珍珠港
10122010	1012	2010	1603	22578	1601	14129	6204:5	珍珠港
10123001	1012	3001	1603	28628	1601	17918	6308:1	珍珠港
10123002	1012	3002	1603	30163	1601	18879	6307:1	珍珠港
10123003	1012	3003	1603	31734	1601	19862	6308:2	珍珠港
10123004	1012	3004	1603	33343	1601	20869	6302:2	珍珠港
10123005	1012	3005	1603	34990	1601	21900	6306:3	珍珠港
10123006	1012	3006	1603	36687	1601	22960	6305:3	珍珠港
10123007	1012	3007	1603	38420	1601	24046	6303:4	珍珠港
10123008	1012	3008	1603	40192	1601	25156	6309:4	珍珠港
10123009	1012	3009	1603	42001	1601	26289	6305:5	珍珠港
10123010	1012	3010	1603	43847	1601	27442	6302:5	珍珠港
10124001	1012	4001	1603	45742	1601	28627	6308:1	珍珠港
10124002	1012	4002	1603	47677	1601	29841	6303:1	珍珠港
10124003	1012	4003	1603	49647	1601	31073	6304:2	珍珠港
10124004	1012	4004	1603	51655	1601	32328	6305:2	珍珠港
10124005	1012	4005	1603	53701	1601	33611	6302:3	珍珠港
10124006	1012	4006	1603	55797	1601	34923	6303:3	珍珠港
10124007	1012	4007	1603	57930	1601	36258	6308:4	珍珠港
10124008	1012	4008	1603	60101	1601	37617	6303:4	珍珠港
10124009	1012	4009	1603	62309	1601	38999	6302:5	珍珠港
10124010	1012	4010	1603	64554	1601	40404	6302:5	珍珠港
10125001	1012	5001	1603	66850	1601	41839	6307:1	珍珠港
10125002	1012	5002	1603	69182	1601	43299	6304:1	珍珠港
10125003	1012	5003	1603	71540	1601	44775	6309:2	珍珠港
10125004	1012	5004	1603	73959	1601	46288	6307:2	珍珠港
10125005	1012	5005	1603	76405	1601	47820	6309:3	珍珠港
10125006	1012	5006	1603	78899	1601	49380	6308:3	珍珠港
10125007	1012	5007	1603	81419	1601	50959	6301:4	珍珠港
10125008	1012	5008	1603	83990	1601	52570	6306:4	珍珠港
10125009	1012	5009	1603	86608	1601	54205	6307:5	珍珠港
10125010	1012	5010	1603	89254	1601	55864	6307:5	珍珠港
10131001	1013	1001	1601	210	1602	105	6108:1	侏罗纪世界
10131002	1013	1002	1601	670	1602	357	6106:1	侏罗纪世界
10131003	1013	1003	1601	1114	1602	609	6107:2	侏罗纪世界
10131004	1013	1004	1601	1680	1602	924	6106:2	侏罗纪世界
10131005	1013	1005	1601	2358	1602	1309	6106:3	侏罗纪世界
10131006	1013	1006	1601	3150	1602	1752	6105:3	侏罗纪世界
10131007	1013	1007	1601	4054	1602	2270	6106:4	侏罗纪世界
10131008	1013	1008	1601	5072	1602	2842	6109:4	侏罗纪世界
10131009	1013	1009	1601	6219	1602	3483	6107:5	侏罗纪世界
10131010	1013	1010	1601	7471	1602	4188	6104:5	侏罗纪世界
10132001	1013	2001	1601	11081	1602	6224	6209:1	侏罗纪世界
10132002	1013	2002	1601	12931	1602	7268	6209:1	侏罗纪世界
10132003	1013	2003	1601	14926	1602	8398	6205:2	侏罗纪世界
10132004	1013	2004	1601	17082	1602	9611	6208:2	侏罗纪世界
10132005	1013	2005	1601	18197	1602	10243	6203:3	侏罗纪世界
10132006	1013	2006	1601	19360	1602	10902	6208:3	侏罗纪世界
10132007	1013	2007	1601	20555	1602	11579	6207:4	侏罗纪世界
10132008	1013	2008	1601	21791	1602	12275	6209:4	侏罗纪世界
10132009	1013	2009	1601	23059	1602	12989	6209:5	侏罗纪世界
10132010	1013	2010	1601	24360	1602	13730	6205:5	侏罗纪世界
10133001	1013	3001	1601	30894	1602	17415	6303:1	侏罗纪世界
10133002	1013	3002	1601	32550	1602	18344	6307:1	侏罗纪世界
10133003	1013	3003	1601	34246	1602	19305	6307:2	侏罗纪世界
10133004	1013	3004	1601	35982	1602	20289	6301:2	侏罗纪世界
10133005	1013	3005	1601	37759	1602	21296	6309:3	侏罗纪世界
10133006	1013	3006	1601	39585	1602	22326	6301:3	侏罗纪世界
10133007	1013	3007	1601	41458	1602	23378	6309:4	侏罗纪世界
10133008	1013	3008	1601	43373	1602	24463	6302:4	侏罗纪世界
10133009	1013	3009	1601	45327	1602	25566	6305:5	侏罗纪世界
10133010	1013	3010	1601	47314	1602	26697	6308:5	侏罗纪世界
10134001	1013	4001	1601	49358	1602	27850	6303:1	侏罗纪世界
10134002	1013	4002	1601	51450	1602	29031	6305:1	侏罗纪世界
10134003	1013	4003	1601	53574	1602	30230	6304:2	侏罗纪世界
10134004	1013	4004	1601	55738	1602	31457	6305:2	侏罗纪世界
10134005	1013	4005	1601	57951	1602	32711	6306:3	侏罗纪世界
10134006	1013	4006	1601	60213	1602	33983	6309:3	侏罗纪世界
10134007	1013	4007	1601	62515	1602	35288	6304:4	侏罗纪世界
10134008	1013	4008	1601	64857	1602	36615	6309:4	侏罗纪世界
10134009	1013	4009	1601	67240	1602	37956	6308:5	侏罗纪世界
10134010	1013	4010	1601	69663	1602	39338	6302:5	侏罗纪世界
10135001	1013	5001	1601	72135	1602	40734	6301:1	侏罗纪世界
10135002	1013	5002	1601	74655	1602	42153	6304:1	侏罗纪世界
10135003	1013	5003	1601	77199	1602	43604	6309:2	侏罗纪世界
10135004	1013	5004	1601	79808	1602	45073	6307:2	侏罗纪世界
10135005	1013	5005	1601	82449	1602	46570	6309:3	侏罗纪世界
10135006	1013	5006	1601	85138	1602	48090	6309:3	侏罗纪世界
10135007	1013	5007	1601	87860	1602	49637	6308:4	侏罗纪世界
10135008	1013	5008	1601	90639	1602	51202	6303:4	侏罗纪世界
10135009	1013	5009	1601	93458	1602	52794	6308:5	侏罗纪世界
10135010	1013	5010	1601	96317	1602	54410	6309:5	侏罗纪世界
10141001	1014	1001	1603	156	1601	104	6109:1	釜山行
10141002	1014	1002	1603	501	1601	335	6101:1	釜山行
10141003	1014	1003	1603	829	1601	556	6101:2	釜山行
10141004	1014	1004	1603	1244	1601	835	6102:2	釜山行
10141005	1014	1005	1603	1745	1601	1170	6106:3	釜山行
10141006	1014	1006	1603	2331	1601	1565	6102:3	釜山行
10141007	1014	1007	1603	3005	1601	2016	6102:4	釜山行
10141008	1014	1008	1603	3761	1601	2522	6108:4	釜山行
10141009	1014	1009	1603	4607	1601	3089	6107:5	釜山行
10141010	1014	1010	1603	5535	1601	3713	6102:5	釜山行
10142001	1014	2001	1603	8205	1601	5504	6201:1	釜山行
10142002	1014	2002	1603	9580	1601	6428	6204:1	釜山行
10142003	1014	2003	1603	11061	1601	7420	6202:2	釜山行
10142004	1014	2004	1603	12646	1601	8483	6201:2	釜山行
10142005	1014	2005	1603	13479	1601	9043	6201:3	釜山行
10142006	1014	2006	1603	14337	1601	9618	6205:3	釜山行
10142007	1014	2007	1603	15227	1601	10216	6205:4	釜山行
10142008	1014	2008	1603	16140	1601	10827	6201:4	釜山行
10142009	1014	2009	1603	17075	1601	11454	6206:5	釜山行
10142010	1014	2010	1603	18045	1601	12104	6209:5	釜山行
10143001	1014	3001	1603	22881	1601	15350	6305:1	釜山行
10143002	1014	3002	1603	24106	1601	16173	6307:1	釜山行
10143003	1014	3003	1603	25363	1601	17016	6302:2	釜山行
10143004	1014	3004	1603	26646	1601	17875	6303:2	釜山行
10143005	1014	3005	1603	27969	1601	18764	6308:3	釜山行
10143006	1014	3006	1603	29319	1601	19670	6305:3	釜山行
10143007	1014	3007	1603	30704	1601	20598	6307:4	釜山行
10143008	1014	3008	1603	32120	1601	21549	6308:4	釜山行
10143009	1014	3009	1603	33569	1601	22520	6305:5	釜山行
10143010	1014	3010	1603	35046	1601	23512	6308:5	釜山行
10144001	1014	4001	1603	36561	1601	24528	6303:1	釜山行
10144002	1014	4002	1603	38102	1601	25563	6308:1	釜山行
10144003	1014	4003	1603	39676	1601	26616	6308:2	釜山行
10144004	1014	4004	1603	41283	1601	27696	6301:2	釜山行
10144005	1014	4005	1603	42926	1601	28798	6304:3	釜山行
10144006	1014	4006	1603	44592	1601	29915	6309:3	釜山行
10144007	1014	4007	1603	46298	1601	31061	6309:4	釜山行
10144008	1014	4008	1603	48031	1601	32223	6302:4	釜山行
10144009	1014	4009	1603	49798	1601	33408	6306:5	釜山行
10144010	1014	4010	1603	51597	1601	34617	6302:5	釜山行
10145001	1014	5001	1603	53429	1601	35844	6302:1	釜山行
10145002	1014	5002	1603	55289	1601	37093	6306:1	釜山行
10145003	1014	5003	1603	57178	1601	38359	6302:2	釜山行
10145004	1014	5004	1603	59108	1601	39654	6306:2	釜山行
10145005	1014	5005	1603	61063	1601	40966	6306:3	釜山行
10145006	1014	5006	1603	63054	1601	42301	6304:3	釜山行
10145007	1014	5007	1603	65074	1601	43656	6302:4	釜山行
10145008	1014	5008	1603	67132	1601	45037	6306:4	釜山行
10145009	1014	5009	1603	69215	1601	46435	6307:5	釜山行
10145010	1014	5010	1603	71334	1601	47856	6302:5	釜山行
10151001	1015	1001	1601	146	1603	146	6102:1	泰坦尼克号
10151002	1015	1002	1601	457	1603	457	6107:1	泰坦尼克号
10151003	1015	1003	1601	759	1603	759	6103:2	泰坦尼克号
10151004	1015	1004	1601	1144	1603	1144	6104:2	泰坦尼克号
10151005	1015	1005	1601	1601	1603	1601	6107:3	泰坦尼克号
10151006	1015	1006	1601	2142	1603	2142	6106:3	泰坦尼克号
10151007	1015	1007	1601	2755	1603	2755	6108:4	泰坦尼克号
10151008	1015	1008	1601	3451	1603	3451	6109:4	泰坦尼克号
10151009	1015	1009	1601	4229	1603	4229	6108:5	泰坦尼克号
10151010	1015	1010	1601	5080	1603	5080	6102:5	泰坦尼克号
10152001	1015	2001	1601	7533	1603	7533	6208:1	泰坦尼克号
10152002	1015	2002	1601	8796	1603	8796	6202:1	泰坦尼克号
10152003	1015	2003	1601	10151	1603	10151	6207:2	泰坦尼克号
10152004	1015	2004	1601	11616	1603	11616	6202:2	泰坦尼克号
10152005	1015	2005	1601	12376	1603	12376	6204:3	泰坦尼克号
10152006	1015	2006	1601	13163	1603	13163	6203:3	泰坦尼克号
10152007	1015	2007	1601	13977	1603	13977	6201:4	泰坦尼克号
10152008	1015	2008	1601	14820	1603	14820	6201:4	泰坦尼克号
10152009	1015	2009	1601	15680	1603	15680	6202:5	泰坦尼克号
10152010	1015	2010	1601	16568	1603	16568	6205:5	泰坦尼克号
10153001	1015	3001	1601	21008	1603	21008	6304:1	泰坦尼克号
10153002	1015	3002	1601	22134	1603	22134	6301:1	泰坦尼克号
10153003	1015	3003	1601	23287	1603	23287	6302:2	泰坦尼克号
10153004	1015	3004	1601	24468	1603	24468	6305:2	泰坦尼克号
10153005	1015	3005	1601	25676	1603	25676	6302:3	泰坦尼克号
10153006	1015	3006	1601	26921	1603	26921	6308:3	泰坦尼克号
10153007	1015	3007	1601	28193	1603	28193	6309:4	泰坦尼克号
10153008	1015	3008	1601	29493	1603	29493	6304:4	泰坦尼克号
10153009	1015	3009	1601	30821	1603	30821	6304:5	泰坦尼克号
10153010	1015	3010	1601	32175	1603	32175	6302:5	泰坦尼克号
10154001	1015	4001	1601	33567	1603	33567	6305:1	泰坦尼克号
10154002	1015	4002	1601	34986	1603	34986	6302:1	泰坦尼克号
10154003	1015	4003	1601	36432	1603	36432	6309:2	泰坦尼克号
10154004	1015	4004	1601	37906	1603	37906	6306:2	泰坦尼克号
10154005	1015	4005	1601	39407	1603	39407	6309:3	泰坦尼克号
10154006	1015	4006	1601	40945	1603	40945	6301:3	泰坦尼克号
10154007	1015	4007	1601	42510	1603	42510	6309:4	泰坦尼克号
10154008	1015	4008	1601	44103	1603	44103	6307:4	泰坦尼克号
10154009	1015	4009	1601	45723	1603	45723	6305:5	泰坦尼克号
10154010	1015	4010	1601	47371	1603	47371	6309:5	泰坦尼克号
10155001	1015	5001	1601	49055	1603	49055	6304:1	泰坦尼克号
10155002	1015	5002	1601	50767	1603	50767	6307:1	泰坦尼克号
10155003	1015	5003	1601	52497	1603	52497	6309:2	泰坦尼克号
10155004	1015	5004	1601	54273	1603	54273	6308:2	泰坦尼克号
10155005	1015	5005	1601	56067	1603	56067	6305:3	泰坦尼克号
10155006	1015	5006	1601	57898	1603	57898	6303:3	泰坦尼克号
10155007	1015	5007	1601	59747	1603	59747	6303:4	泰坦尼克号
10155008	1015	5008	1601	61632	1603	61632	6307:4	泰坦尼克号
10155009	1015	5009	1601	63555	1603	63555	6301:5	泰坦尼克号
10155010	1015	5010	1601	65495	1603	65495	6306:5	泰坦尼克号
10161001	1016	1001	1602	129	1603	152	6103:1	迷雾
10161002	1016	1002	1602	422	1603	487	6101:1	迷雾
10161003	1016	1003	1602	718	1603	808	6104:2	迷雾
10161004	1016	1004	1602	1089	1603	1211	6109:2	迷雾
10161005	1016	1005	1602	1542	1603	1698	6102:3	迷雾
10161006	1016	1006	1602	2067	1603	2269	6104:3	迷雾
10161007	1016	1007	1602	2670	1603	2926	6103:4	迷雾
10161008	1016	1008	1602	3346	1603	3662	6105:4	迷雾
10161009	1016	1009	1602	4097	1603	4484	6101:5	迷雾
10161010	1016	1010	1602	4923	1603	5386	6105:5	迷雾
10162001	1016	2001	1602	7323	1603	7985	6209:1	迷雾
10162002	1016	2002	1602	8555	1603	9324	6201:1	迷雾
10162003	1016	2003	1602	9886	1603	10767	6209:2	迷雾
10162004	1016	2004	1602	11307	1603	12308	6202:2	迷雾
10162005	1016	2005	1602	12052	1603	13118	6207:3	迷雾
10162006	1016	2006	1602	12828	1603	13955	6207:3	迷雾
10162007	1016	2007	1602	13620	1603	14820	6206:4	迷雾
10162008	1016	2008	1602	14443	1603	15709	6205:4	迷雾
10162009	1016	2009	1602	15283	1603	16619	6205:5	迷雾
10162010	1016	2010	1602	16153	1603	17563	6208:5	迷雾
10163001	1016	3001	1602	20487	1603	22271	6309:1	迷雾
10163002	1016	3002	1602	21581	1603	23461	6301:1	迷雾
10163003	1016	3003	1602	22710	1603	24685	6303:2	迷雾
10163004	1016	3004	1602	23868	1603	25935	6308:2	迷雾
10163005	1016	3005	1602	25053	1603	27222	6302:3	迷雾
10163006	1016	3006	1602	26268	1603	28534	6302:3	迷雾
10163007	1016	3007	1602	27508	1603	29885	6308:4	迷雾
10163008	1016	3008	1602	28779	1603	31262	6306:4	迷雾
10163009	1016	3009	1602	30081	1603	32671	6302:5	迷雾
10163010	1016	3010	1602	31411	1603	34111	6306:5	迷雾
10164001	1016	4001	1602	32768	1603	35584	6308:1	迷雾
10164002	1016	4002	1602	34151	1603	37083	6307:1	迷雾
10164003	1016	4003	1602	35569	1603	38616	6301:2	迷雾
10164004	1016	4004	1602	37011	1603	40179	6309:2	迷雾
10164005	1016	4005	1602	38481	1603	41779	6309:3	迷雾
10164006	1016	4006	1602	39984	1603	43401	6306:3	迷雾
10164007	1016	4007	1602	41517	1603	45061	6306:4	迷雾
10164008	1016	4008	1602	43076	1603	46746	6301:4	迷雾
10164009	1016	4009	1602	44662	1603	48469	6301:5	迷雾
10164010	1016	4010	1602	46277	1603	50218	6305:5	迷雾
10165001	1016	5001	1602	47922	1603	52000	6303:1	迷雾
10165002	1016	5002	1602	49595	1603	53813	6307:1	迷雾
10165003	1016	5003	1602	51296	1603	55650	6309:2	迷雾
10165004	1016	5004	1602	53027	1603	57530	6307:2	迷雾
10165005	1016	5005	1602	54785	1603	59432	6306:3	迷雾
10165006	1016	5006	1602	56573	1603	61371	6308:3	迷雾
10165007	1016	5007	1602	58391	1603	63336	6309:4	迷雾
10165008	1016	5008	1602	60242	1603	65338	6306:4	迷雾
10165009	1016	5009	1602	62116	1603	67366	6304:5	迷雾
10165010	1016	5010	1602	64016	1603	69428	6302:5	迷雾
10171001	1017	1001	1603	185	1602	134	6101:1	萨利机长
10171002	1017	1002	1603	602	1602	457	6106:1	萨利机长
10171003	1017	1003	1603	1001	1602	779	6108:2	萨利机长
10171004	1017	1004	1603	1510	1602	1186	6101:2	萨利机长
10171005	1017	1005	1603	2124	1602	1676	6102:3	萨利机长
10171006	1017	1006	1603	2835	1602	2247	6107:3	萨利机长
10171007	1017	1007	1603	3650	1602	2909	6106:4	萨利机长
10171008	1017	1008	1603	4563	1602	3642	6107:4	萨利机长
10171009	1017	1009	1603	5597	1602	4464	6101:5	萨利机长
10171010	1017	1010	1603	6724	1602	5370	6109:5	萨利机长
10172001	1017	2001	1603	9975	1602	7982	6206:1	萨利机长
10172002	1017	2002	1603	11634	1602	9319	6202:1	萨利机长
10172003	1017	2003	1603	13431	1602	10770	6201:2	萨利机长
10172004	1017	2004	1603	15374	1602	12325	6202:2	萨利机长
10172005	1017	2005	1603	16375	1602	13134	6205:3	萨利机长
10172006	1017	2006	1603	17425	1602	13981	6206:3	萨利机长
10172007	1017	2007	1603	18500	1602	14849	6206:4	萨利机长
10172008	1017	2008	1603	19610	1602	15742	6209:4	萨利机长
10172009	1017	2009	1603	20753	1602	16655	6203:5	萨利机长
10172010	1017	2010	1603	21920	1602	17607	6206:5	萨利机长
10173001	1017	3001	1603	27804	1602	22332	6303:1	萨利机长
10173002	1017	3002	1603	29295	1602	23522	6308:1	萨利机长
10173003	1017	3003	1603	30821	1602	24755	6307:2	萨利机长
10173004	1017	3004	1603	32384	1602	26017	6301:2	萨利机长
10173005	1017	3005	1603	33983	1602	27308	6309:3	萨利机长
10173006	1017	3006	1603	35623	1602	28629	6307:3	萨利机长
10173007	1017	3007	1603	37311	1602	29978	6306:4	萨利机长
10173008	1017	3008	1603	39035	1602	31371	6301:4	萨利机长
10173009	1017	3009	1603	40796	1602	32783	6304:5	萨利机长
10173010	1017	3010	1603	42581	1602	34234	6307:5	萨利机长
10174001	1017	4001	1603	44419	1602	35714	6308:1	萨利机长
10174002	1017	4002	1603	46305	1602	37227	6304:1	萨利机长
10174003	1017	4003	1603	48215	1602	38766	6304:2	萨利机长
10174004	1017	4004	1603	50162	1602	40338	6305:2	萨利机长
10174005	1017	4005	1603	52157	1602	41948	6308:3	萨利机长
10174006	1017	4006	1603	54191	1602	43579	6304:3	萨利机长
10174007	1017	4007	1603	56263	1602	45251	6305:4	萨利机长
10174008	1017	4008	1603	58371	1602	46953	6307:4	萨利机长
10174009	1017	4009	1603	60516	1602	48672	6306:5	萨利机长
10174010	1017	4010	1603	62696	1602	50446	6301:5	萨利机长
10175001	1017	5001	1603	64918	1602	52236	6305:1	萨利机长
10175002	1017	5002	1603	67188	1602	54055	6306:1	萨利机长
10175003	1017	5003	1603	69477	1602	55917	6307:2	萨利机长
10175004	1017	5004	1603	71824	1602	57799	6309:2	萨利机长
10175005	1017	5005	1603	74202	1602	59719	6302:3	萨利机长
10175006	1017	5006	1603	76622	1602	61668	6302:3	萨利机长
10175007	1017	5007	1603	79073	1602	63651	6304:4	萨利机长
10175008	1017	5008	1603	81576	1602	65660	6309:4	萨利机长
10175009	1017	5009	1603	84109	1602	67701	6306:5	萨利机长
10175010	1017	5010	1603	86685	1602	69772	6301:5	萨利机长
10181001	1018	1001	1602	147	1601	105	6103:1	铁线虫入侵
10181002	1018	1002	1602	476	1601	329	6101:1	铁线虫入侵
10181003	1018	1003	1602	812	1601	541	6105:2	铁线虫入侵
10181004	1018	1004	1602	1231	1601	813	6103:2	铁线虫入侵
10181005	1018	1005	1602	1745	1601	1143	6108:3	铁线虫入侵
10181006	1018	1006	1602	2347	1601	1531	6107:3	铁线虫入侵
10181007	1018	1007	1602	3028	1601	1967	6107:4	铁线虫入侵
10181008	1018	1008	1602	3798	1601	2461	6107:4	铁线虫入侵
10181009	1018	1009	1602	4643	1601	3016	6104:5	铁线虫入侵
10181010	1018	1010	1602	5591	1601	3628	6104:5	铁线虫入侵
10182001	1018	2001	1602	8311	1601	5383	6201:1	铁线虫入侵
10182002	1018	2002	1602	9704	1601	6290	6202:1	铁线虫入侵
10182003	1018	2003	1602	11225	1601	7255	6206:2	铁线虫入侵
10182004	1018	2004	1602	12838	1601	8303	6208:2	铁线虫入侵
10182005	1018	2005	1602	13682	1601	8845	6203:3	铁线虫入侵
10182006	1018	2006	1602	14562	1601	9410	6206:3	铁线虫入侵
10182007	1018	2007	1602	15464	1601	9989	6203:4	铁线虫入侵
10182008	1018	2008	1602	16397	1601	10589	6207:4	铁线虫入侵
10182009	1018	2009	1602	17350	1601	11202	6203:5	铁线虫入侵
10182010	1018	2010	1602	18341	1601	11838	6208:5	铁线虫入侵
